Cell ID,Label 1,Label 2,Label 3,Probability 1,Probability 2,Probability 3,Test Accuracy,Test Loss
1023,cluster_3,cluster_6,cluster_4,0.11685108,0.1064483,0.10179703,0.16776315867900848,2.8961544036865234
10310,cluster_2,cluster_1,cluster_6,0.15434696,0.12876198,0.08103057,0.16776315867900848,2.8961544036865234
10367,cluster_2,cluster_1,cluster_4,0.13283502,0.09675997,0.08858439,0.16776315867900848,2.8961544036865234
10379,cluster_3,cluster_4,cluster_6,0.1213869,0.10784042,0.105588354,0.16776315867900848,2.8961544036865234
10397,cluster_2,cluster_4,cluster_1,0.11128292,0.100070566,0.07558123,0.16776315867900848,2.8961544036865234
10445,cluster_2,cluster_4,cluster_1,0.12092345,0.10871002,0.08733987,0.16776315867900848,2.8961544036865234
10456,cluster_4,cluster_3,cluster_6,0.116959415,0.1095028,0.10306407,0.16776315867900848,2.8961544036865234
10479,cluster_8,cluster_3,cluster_4,0.15773927,0.112708434,0.09748508,0.16776315867900848,2.8961544036865234
10486,cluster_3,cluster_6,cluster_1,0.12981977,0.10976756,0.09757565,0.16776315867900848,2.8961544036865234
10563,cluster_1,cluster_2,cluster_3,0.14408879,0.11278116,0.08047748,0.16776315867900848,2.8961544036865234
10604,cluster_2,cluster_1,cluster_4,0.16067956,0.08106187,0.07365539,0.16776315867900848,2.8961544036865234
10766,cluster_3,cluster_8,cluster_6,0.17774956,0.14366768,0.1156018,0.16776315867900848,2.8961544036865234
10843,cluster_28,cluster_9,cluster_14,0.5310559,0.23775116,0.09727932,0.16776315867900848,2.8961544036865234
10911,cluster_9,cluster_1,cluster_2,0.14691626,0.11699243,0.08543457,0.16776315867900848,2.8961544036865234
10915,cluster_3,cluster_8,cluster_5,0.26377168,0.12570213,0.12550336,0.16776315867900848,2.8961544036865234
10926,cluster_3,cluster_8,cluster_5,0.27432203,0.16193253,0.11889618,0.16776315867900848,2.8961544036865234
10943,cluster_3,cluster_8,cluster_5,0.29273993,0.11902704,0.09560611,0.16776315867900848,2.8961544036865234
1098,cluster_2,cluster_1,cluster_6,0.16144377,0.10493556,0.07771204,0.16776315867900848,2.8961544036865234
11137,cluster_2,cluster_1,cluster_3,0.10613423,0.10221196,0.08869686,0.16776315867900848,2.8961544036865234
11147,cluster_2,cluster_1,cluster_6,0.14499953,0.1243454,0.069854066,0.16776315867900848,2.8961544036865234
11189,cluster_2,cluster_1,cluster_6,0.1422999,0.12692523,0.07906693,0.16776315867900848,2.8961544036865234
11237,cluster_2,cluster_1,cluster_6,0.18470395,0.11043752,0.07030173,0.16776315867900848,2.8961544036865234
11268,cluster_13,cluster_12,cluster_17,0.21650249,0.13524972,0.092577,0.16776315867900848,2.8961544036865234
11271,cluster_2,cluster_1,cluster_6,0.14763741,0.10708497,0.08881154,0.16776315867900848,2.8961544036865234
11372,cluster_2,cluster_1,cluster_4,0.14331886,0.098178186,0.08141755,0.16776315867900848,2.8961544036865234
11425,cluster_2,cluster_1,cluster_14,0.15711367,0.09609198,0.08451935,0.16776315867900848,2.8961544036865234
11429,cluster_2,cluster_1,cluster_9,0.21020806,0.12088378,0.064489305,0.16776315867900848,2.8961544036865234
11476,cluster_3,cluster_4,cluster_6,0.1060513,0.101763554,0.10036436,0.16776315867900848,2.8961544036865234
11527,cluster_3,cluster_2,cluster_1,0.100746,0.093285576,0.093050145,0.16776315867900848,2.8961544036865234
1157,cluster_2,cluster_1,cluster_3,0.112561226,0.09397004,0.0790145,0.16776315867900848,2.8961544036865234
