epoch,train_accuracy,validation_accuracy,loss,validation_loss
1,0.09854673594236374,0.10911578685045242,3.287752389907837,3.0535030364990234
2,0.11686301231384277,0.12194287776947021,3.0778415203094482,3.0726318359375
3,0.12258147448301315,0.11561484634876251,3.0514578819274902,3.065492630004883
4,0.12524722516536713,0.1246793195605278,3.039806604385376,3.0468966960906982
5,0.1246882826089859,0.13186249136924744,3.028604507446289,2.9910852909088135
6,0.12933184206485748,0.1286129653453827,3.018327474594116,3.000732183456421
7,0.13092269003391266,0.12809987366199493,3.0163018703460693,2.9914145469665527
8,0.13307249546051025,0.1284419298171997,3.0066845417022705,2.974304676055908
9,0.1297188103199005,0.13323071599006653,3.005733013153076,3.0042128562927246
10,0.13268552720546722,0.12758679687976837,3.002103090286255,2.981349229812622
11,0.12911686301231384,0.13049426674842834,2.998330593109131,2.9680330753326416
12,0.13242755830287933,0.12416624277830124,2.9950666427612305,2.9865195751190186
13,0.1330294907093048,0.13374380767345428,2.9897165298461914,2.9777419567108154
14,0.13470633327960968,0.13648024201393127,2.9896538257598877,2.972735643386841
15,0.1386619657278061,0.13699333369731903,2.9816648960113525,2.97383713722229
16,0.13844698667526245,0.140071839094162,2.9769256114959717,2.957310199737549
17,0.13943588733673096,0.12827090919017792,2.9750943183898926,2.9737532138824463
18,0.139822855591774,0.13186249136924744,2.9726405143737793,2.9798614978790283
19,0.14033880829811096,0.14657089114189148,2.9683871269226074,2.9454143047332764
20,0.14554132521152496,0.13767744600772858,2.965078115463257,2.9468765258789062
21,0.14541232585906982,0.14212416112422943,2.951770067214966,2.9640817642211914
22,0.14648723602294922,0.14554472267627716,2.9542479515075684,2.928410768508911
23,0.14945395290851593,0.14297930896282196,2.940756320953369,2.944852590560913
24,0.15151776373386383,0.15546433627605438,2.92824387550354,2.9215104579925537
25,0.1530226171016693,0.1563194841146469,2.9333877563476562,2.9367151260375977
26,0.15586034953594208,0.1387036144733429,2.922438383102417,2.906964063644409
27,0.15921403467655182,0.15324097871780396,2.9105026721954346,2.9145138263702393
28,0.16355662047863007,0.15991106629371643,2.9070537090301514,2.8941140174865723
29,0.1607188880443573,0.15460920333862305,2.9046034812927246,2.9165987968444824
30,0.16492101550102234,0.16487087309360504,2.8953287601470947,2.88777494430542
