epoch,train_accuracy,validation_accuracy,loss,validation_loss
1,0.09661191701889038,0.10552419722080231,3.287325143814087,3.0736823081970215
2,0.11570212244987488,0.11048401147127151,3.0784494876861572,3.0241761207580566
3,0.12739703059196472,0.13066530227661133,3.043346405029297,3.0084455013275146
4,0.13216957449913025,0.13511201739311218,3.025458335876465,2.9826509952545166
5,0.13139565289020538,0.12912604212760925,3.0166683197021484,2.9778060913085938
6,0.13457734882831573,0.12125876545906067,3.0045549869537354,2.9842922687530518
7,0.13431937992572784,0.13254660367965698,2.9952805042266846,2.9890568256378174
8,0.13384641706943512,0.13374380767345428,2.9934165477752686,3.0011494159698486
9,0.13801702857017517,0.13887463510036469,2.9837279319763184,2.9705491065979004
10,0.14094075560569763,0.1323755830526352,2.9810075759887695,2.9679806232452393
11,0.1402958184480667,0.13938772678375244,2.9747488498687744,2.966465950012207
12,0.13995184004306793,0.14537370204925537,2.9755678176879883,2.950939655303955
13,0.1405537873506546,0.13408584892749786,2.973507881164551,2.9973104000091553
14,0.14106974005699158,0.139900803565979,2.968076467514038,2.9487600326538086
15,0.1429615616798401,0.13819052278995514,2.9639699459075928,2.943910837173462
16,0.1428755670785904,0.14058491587638855,2.9618663787841797,2.9596972465515137
17,0.1415426880121231,0.1410979926586151,2.962439775466919,2.952380418777466
18,0.1460142731666565,0.1475970596075058,2.9583492279052734,2.9383859634399414
19,0.14721816778182983,0.1359671652317047,2.9523091316223145,2.9669535160064697
20,0.14739014208316803,0.14195314049720764,2.949038028717041,2.9316980838775635
21,0.14665921032428741,0.14451855421066284,2.9461100101470947,2.963897466659546
22,0.14773410558700562,0.15033350884914398,2.947988271713257,2.934418201446533
23,0.14859403669834137,0.15067556500434875,2.941307783126831,2.9413223266601562
24,0.15018488466739655,0.15050452947616577,2.9395103454589844,2.948965311050415
25,0.1531946063041687,0.15443816781044006,2.935929536819458,2.914307117462158
26,0.15267865359783173,0.1489652842283249,2.935811758041382,2.9252564907073975
27,0.1499699056148529,0.1527279019355774,2.931637763977051,2.930682897567749
28,0.15289363265037537,0.15341199934482574,2.928891181945801,2.916201114654541
29,0.15654829144477844,0.15666154026985168,2.922922134399414,2.931419849395752
30,0.1582251340150833,0.15067556500434875,2.9195475578308105,2.9176483154296875
